Predictor,maxent,Species,Run
Hg,7.915,Dendr_illy,9
MAP,0,Dendr_illy,9
MAP_Seas,8.132,Dendr_illy,9
MAT,0.941,Dendr_illy,9
Moisture,13.314,Dendr_illy,9
N,0.139,Dendr_illy,9
NDVI,0.006,Dendr_illy,9
P,0.078,Dendr_illy,9
Pastures,0.768,Dendr_illy,9
Pop_Dens,0,Dendr_illy,9
SOC,0,Dendr_illy,9
Shrubland,0.206,Dendr_illy,9
Slope,0.067,Dendr_illy,9
pH,0.306,Dendr_illy,9
Agriculture,10.362,Dendr_octa,9
Aspect,0.818,Dendr_octa,9
CEC,7.844,Dendr_octa,9
Clay.Silt,5.248,Dendr_octa,9
Cu,6.278,Dendr_octa,9
Dist_Coast,6.929,Dendr_octa,9
Dist_River,0.645,Dendr_octa,9
Dist_Urban,1.718,Dendr_octa,9
Elev,9.113,Dendr_octa,9
Forest_Coni,3.014,Dendr_octa,9
Forest_Deci,2.611,Dendr_octa,9
Hg,3.898,Dendr_octa,9
MAP,2.41,Dendr_octa,9
MAP_Seas,3.329,Dendr_octa,9
MAT,11.448,Dendr_octa,9
Moisture,1.128,Dendr_octa,9
N,2.301,Dendr_octa,9
NDVI,2.949,Dendr_octa,9
P,1.318,Dendr_octa,9
Pastures,1.876,Dendr_octa,9
Pop_Dens,9.606,Dendr_octa,9
SOC,1.219,Dendr_octa,9
Shrubland,0.96,Dendr_octa,9
Slope,0.493,Dendr_octa,9
pH,2.487,Dendr_octa,9
Agriculture,3.317,Dendr_pygm,9
Aspect,0.844,Dendr_pygm,9
CEC,2.019,Dendr_pygm,9
Clay.Silt,0.257,Dendr_pygm,9
Cu,18.823,Dendr_pygm,9
Dist_Coast,4.063,Dendr_pygm,9
Dist_River,0.82,Dendr_pygm,9
Dist_Urban,10.427,Dendr_pygm,9
Elev,8.396,Dendr_pygm,9
Forest_Coni,1.101,Dendr_pygm,9
Forest_Deci,6.976,Dendr_pygm,9
Hg,0.049,Dendr_pygm,9
MAP,0.844,Dendr_pygm,9
MAP_Seas,1.199,Dendr_pygm,9
MAT,0,Dendr_pygm,9
Moisture,19.508,Dendr_pygm,9
N,1.114,Dendr_pygm,9
NDVI,0,Dendr_pygm,9
P,1.579,Dendr_pygm,9
Pastures,2.913,Dendr_pygm,9
Pop_Dens,13.523,Dendr_pygm,9
SOC,0.012,Dendr_pygm,9
Shrubland,2.215,Dendr_pygm,9
Slope,0,Dendr_pygm,9
pH,0,Dendr_pygm,9
Agriculture,6.262,Dendr_rubi,9
Aspect,2.316,Dendr_rubi,9
CEC,5.081,Dendr_rubi,9
Clay.Silt,1.812,Dendr_rubi,9
Cu,4.321,Dendr_rubi,9
Dist_Coast,9.126,Dendr_rubi,9
Dist_River,0.441,Dendr_rubi,9
Dist_Urban,0.412,Dendr_rubi,9
Elev,9.624,Dendr_rubi,9
Forest_Coni,6.753,Dendr_rubi,9
Forest_Deci,3.165,Dendr_rubi,9
Hg,5.738,Dendr_rubi,9
MAP,0.216,Dendr_rubi,9
MAP_Seas,5.525,Dendr_rubi,9
MAT,10.191,Dendr_rubi,9
Moisture,3.046,Dendr_rubi,9
N,2.196,Dendr_rubi,9
NDVI,1.916,Dendr_rubi,9
P,7.698,Dendr_rubi,9
Pastures,4.651,Dendr_rubi,9
Pop_Dens,2.297,Dendr_rubi,9
SOC,0.15,Dendr_rubi,9
Shrubland,0.916,Dendr_rubi,9
Slope,0.109,Dendr_rubi,9
pH,6.034,Dendr_rubi,9
Agriculture,1.947,Dendr_vene,9
Aspect,4.146,Dendr_vene,9
CEC,0,Dendr_vene,9
Clay.Silt,0.023,Dendr_vene,9
Cu,4.404,Dendr_vene,9
Dist_Coast,28.824,Dendr_vene,9
Dist_River,0,Dendr_vene,9
Dist_Urban,0,Dendr_vene,9
Elev,5.223,Dendr_vene,9
Forest_Coni,16.116,Dendr_vene,9
Forest_Deci,0.561,Dendr_vene,9
Hg,0,Dendr_vene,9
MAP,0,Dendr_vene,9
MAP_Seas,33.377,Dendr_vene,9
MAT,0,Dendr_vene,9
Moisture,0,Dendr_vene,9
N,3.127,Dendr_vene,9
NDVI,0,Dendr_vene,9
P,0,Dendr_vene,9
Pastures,0,Dendr_vene,9
Pop_Dens,2.182,Dendr_vene,9
SOC,0.069,Dendr_vene,9
Shrubland,0,Dendr_vene,9
Slope,0,Dendr_vene,9
pH,0,Dendr_vene,9
Agriculture,24.782,Eisen_andr,9
Aspect,0.155,Eisen_andr,9
CEC,0,Eisen_andr,9
Clay.Silt,0,Eisen_andr,9
Cu,0,Eisen_andr,9
Dist_Coast,58.167,Eisen_andr,9
Dist_River,0,Eisen_andr,9
Dist_Urban,0.427,Eisen_andr,9
Elev,0,Eisen_andr,9
Forest_Coni,3.243,Eisen_andr,9
Forest_Deci,9.516,Eisen_andr,9
Hg,0,Eisen_andr,9
MAP,0,Eisen_andr,9
MAP_Seas,0,Eisen_andr,9
MAT,0,Eisen_andr,9
Moisture,0.233,Eisen_andr,9
N,0,Eisen_andr,9
NDVI,1.767,Eisen_andr,9
P,0.486,Eisen_andr,9
Pastures,1.224,Eisen_andr,9
Pop_Dens,0,Eisen_andr,9
SOC,0,Eisen_andr,9
Shrubland,0,Eisen_andr,9
Slope,0,Eisen_andr,9
pH,0,Eisen_andr,9
Agriculture,4.676,Eisen_feti,9
Aspect,0.24,Eisen_feti,9
CEC,3.763,Eisen_feti,9
Clay.Silt,1.019,Eisen_feti,9
Cu,1.29,Eisen_feti,9
Dist_Coast,5.556,Eisen_feti,9
Dist_River,1.048,Eisen_feti,9
Dist_Urban,0.058,Eisen_feti,9
Elev,14.801,Eisen_feti,9
Forest_Coni,7.454,Eisen_feti,9
Forest_Deci,1.19,Eisen_feti,9
Hg,1.936,Eisen_feti,9
MAP,3.938,Eisen_feti,9
MAP_Seas,1.305,Eisen_feti,9
MAT,14.488,Eisen_feti,9
Moisture,3.811,Eisen_feti,9
N,0.866,Eisen_feti,9
NDVI,1.881,Eisen_feti,9
P,1.57,Eisen_feti,9
Pastures,6.978,Eisen_feti,9
Pop_Dens,8.923,Eisen_feti,9
SOC,4.764,Eisen_feti,9
Shrubland,0.454,Eisen_feti,9
Slope,1.965,Eisen_feti,9
pH,6.026,Eisen_feti,9
Agriculture,0,Eisen_luce,9
Aspect,2.414,Eisen_luce,9
CEC,6.178,Eisen_luce,9
Clay.Silt,7.093,Eisen_luce,9
Cu,0,Eisen_luce,9
Dist_Coast,0.492,Eisen_luce,9
Dist_River,0,Eisen_luce,9
Dist_Urban,31.028,Eisen_luce,9
Elev,21.389,Eisen_luce,9
Forest_Coni,0,Eisen_luce,9
Forest_Deci,0,Eisen_luce,9
Hg,0,Eisen_luce,9
MAP,8.844,Eisen_luce,9
MAP_Seas,8.958,Eisen_luce,9
MAT,0,Eisen_luce,9
Moisture,0.183,Eisen_luce,9
N,0,Eisen_luce,9
NDVI,10.972,Eisen_luce,9
P,0,Eisen_luce,9
Pastures,0,Eisen_luce,9
Pop_Dens,0,Eisen_luce,9
SOC,0.881,Eisen_luce,9
Shrubland,0,Eisen_luce,9
Slope,0.229,Eisen_luce,9
pH,1.339,Eisen_luce,9
Agriculture,1.708,Eisen_tetr,9
Aspect,0.203,Eisen_tetr,9
CEC,2.21,Eisen_tetr,9
Clay.Silt,6.153,Eisen_tetr,9
Cu,1.331,Eisen_tetr,9
Dist_Coast,8.948,Eisen_tetr,9
Dist_River,0.052,Eisen_tetr,9
Dist_Urban,0.059,Eisen_tetr,9
Elev,9.1,Eisen_tetr,9
Forest_Coni,0.702,Eisen_tetr,9
Forest_Deci,0.191,Eisen_tetr,9
Hg,18.773,Eisen_tetr,9
MAP,0.322,Eisen_tetr,9
MAP_Seas,13.913,Eisen_tetr,9
MAT,15.787,Eisen_tetr,9
Moisture,0.983,Eisen_tetr,9
N,0,Eisen_tetr,9
NDVI,0.064,Eisen_tetr,9
P,3.146,Eisen_tetr,9
Pastures,2.688,Eisen_tetr,9
Pop_Dens,7.493,Eisen_tetr,9
SOC,0,Eisen_tetr,9
Shrubland,0.222,Eisen_tetr,9
Slope,4.593,Eisen_tetr,9
pH,1.359,Eisen_tetr,9
Agriculture,5.407,Fitzi_plat,9
Aspect,0.519,Fitzi_plat,9
CEC,0,Fitzi_plat,9
Clay.Silt,0.67,Fitzi_plat,9
Cu,0,Fitzi_plat,9
Dist_Coast,24.589,Fitzi_plat,9
Dist_River,0.303,Fitzi_plat,9
Dist_Urban,0.541,Fitzi_plat,9
Elev,0,Fitzi_plat,9
Forest_Coni,0,Fitzi_plat,9
Forest_Deci,0.086,Fitzi_plat,9
Hg,0,Fitzi_plat,9
MAP,3.028,Fitzi_plat,9
MAP_Seas,0,Fitzi_plat,9
MAT,0,Fitzi_plat,9
Moisture,0.26,Fitzi_plat,9
N,0,Fitzi_plat,9
NDVI,0,Fitzi_plat,9
P,0,Fitzi_plat,9
Pastures,11.83,Fitzi_plat,9
Pop_Dens,49.157,Fitzi_plat,9
SOC,0,Fitzi_plat,9
Shrubland,1.536,Fitzi_plat,9
Slope,0.973,Fitzi_plat,9
pH,1.103,Fitzi_plat,9
Agriculture,0,Helod_ocul,9
Aspect,0,Helod_ocul,9
CEC,0,Helod_ocul,9
Clay.Silt,0,Helod_ocul,9
Cu,0,Helod_ocul,9
Dist_Coast,0,Helod_ocul,9
Dist_River,4.257,Helod_ocul,9
Dist_Urban,0,Helod_ocul,9
Elev,0,Helod_ocul,9
Forest_Coni,52.433,Helod_ocul,9
Forest_Deci,0,Helod_ocul,9
Hg,10.513,Helod_ocul,9
MAP,0,Helod_ocul,9
MAP_Seas,0,Helod_ocul,9
MAT,0,Helod_ocul,9
Moisture,0,Helod_ocul,9
N,0,Helod_ocul,9
NDVI,0,Helod_ocul,9
P,0,Helod_ocul,9
Pastures,0,Helod_ocul,9
Pop_Dens,20.851,Helod_ocul,9
SOC,0,Helod_ocul,9
Shrubland,11.946,Helod_ocul,9
Slope,0,Helod_ocul,9
pH,0,Helod_ocul,9
Agriculture,4.839,Lumbr_cast,9
Aspect,0.138,Lumbr_cast,9
CEC,5.188,Lumbr_cast,9
Clay.Silt,6.172,Lumbr_cast,9
Cu,0.78,Lumbr_cast,9
Dist_Coast,0.971,Lumbr_cast,9
Dist_River,0.416,Lumbr_cast,9
Dist_Urban,0.525,Lumbr_cast,9
Elev,3.957,Lumbr_cast,9
Forest_Coni,1.691,Lumbr_cast,9
Forest_Deci,2.425,Lumbr_cast,9
Hg,0.997,Lumbr_cast,9
MAP,7.116,Lumbr_cast,9
MAP_Seas,17.616,Lumbr_cast,9
MAT,6.888,Lumbr_cast,9
Moisture,0.232,Lumbr_cast,9
N,9.614,Lumbr_cast,9
NDVI,1.191,Lumbr_cast,9
P,4.601,Lumbr_cast,9
Pastures,2.478,Lumbr_cast,9
Pop_Dens,12.516,Lumbr_cast,9
SOC,3.836,Lumbr_cast,9
Shrubland,0.923,Lumbr_cast,9
Slope,1.108,Lumbr_cast,9
pH,3.782,Lumbr_cast,9
Agriculture,8.62,Lumbr_fest,9
Aspect,1.77,Lumbr_fest,9
CEC,1.327,Lumbr_fest,9
Clay.Silt,6.138,Lumbr_fest,9
Cu,1.63,Lumbr_fest,9
Dist_Coast,4.333,Lumbr_fest,9
Dist_River,0.492,Lumbr_fest,9
Dist_Urban,0.608,Lumbr_fest,9
Elev,4.049,Lumbr_fest,9
Forest_Coni,2.037,Lumbr_fest,9
Forest_Deci,2.426,Lumbr_fest,9
Hg,2.541,Lumbr_fest,9
MAP,2.464,Lumbr_fest,9
MAP_Seas,19.688,Lumbr_fest,9
MAT,10.753,Lumbr_fest,9
Moisture,3.754,Lumbr_fest,9
N,4.373,Lumbr_fest,9
NDVI,1.351,Lumbr_fest,9
P,8.881,Lumbr_fest,9
Pastures,3.466,Lumbr_fest,9
Pop_Dens,0.296,Lumbr_fest,9
SOC,2.352,Lumbr_fest,9
Shrubland,0.342,Lumbr_fest,9
Slope,2.371,Lumbr_fest,9
pH,3.939,Lumbr_fest,9
Agriculture,0.184,Lumbr_frie,9
Aspect,0.453,Lumbr_frie,9
CEC,0.434,Lumbr_frie,9
Clay.Silt,1.373,Lumbr_frie,9
Cu,19.933,Lumbr_frie,9
Dist_Coast,12.062,Lumbr_frie,9
Dist_River,0,Lumbr_frie,9
Dist_Urban,0,Lumbr_frie,9
Elev,0.314,Lumbr_frie,9
Forest_Coni,5.549,Lumbr_frie,9
Forest_Deci,5.436,Lumbr_frie,9
Hg,0.353,Lumbr_frie,9
MAP,3.079,Lumbr_frie,9
MAP_Seas,0.431,Lumbr_frie,9
MAT,45.434,Lumbr_frie,9
Moisture,0.839,Lumbr_frie,9
N,0,Lumbr_frie,9
NDVI,0,Lumbr_frie,9
P,2.794,Lumbr_frie,9
Pastures,0.411,Lumbr_frie,9
Pop_Dens,0.081,Lumbr_frie,9
SOC,0.023,Lumbr_frie,9
Shrubland,0.819,Lumbr_frie,9
Slope,0,Lumbr_frie,9
pH,0,Lumbr_frie,9
Agriculture,0.253,Lumbr_herc,9
Aspect,0,Lumbr_herc,9
CEC,0,Lumbr_herc,9
Clay.Silt,0.187,Lumbr_herc,9
Cu,0,Lumbr_herc,9
Dist_Coast,1.473,Lumbr_herc,9
Dist_River,8.245,Lumbr_herc,9
Dist_Urban,6.837,Lumbr_herc,9
Elev,0,Lumbr_herc,9
Forest_Coni,0,Lumbr_herc,9
Forest_Deci,1.132,Lumbr_herc,9
Hg,67.396,Lumbr_herc,9
MAP,0.824,Lumbr_herc,9
MAP_Seas,0,Lumbr_herc,9
MAT,0.824,Lumbr_herc,9
Moisture,0,Lumbr_herc,9
N,0,Lumbr_herc,9
NDVI,0,Lumbr_herc,9
P,0,Lumbr_herc,9
Pastures,1.759,Lumbr_herc,9
Pop_Dens,1.616,Lumbr_herc,9
SOC,0,Lumbr_herc,9
Shrubland,9.19,Lumbr_herc,9
Slope,0.264,Lumbr_herc,9
pH,0,Lumbr_herc,9
Agriculture,2.142,Lumbr_poly,9
Aspect,0,Lumbr_poly,9
CEC,0.062,Lumbr_poly,9
Clay.Silt,5.644,Lumbr_poly,9
Cu,0.7,Lumbr_poly,9
Dist_Coast,38.043,Lumbr_poly,9
Dist_River,0.515,Lumbr_poly,9
Dist_Urban,0,Lumbr_poly,9
Elev,0.165,Lumbr_poly,9
Forest_Coni,1.813,Lumbr_poly,9
Forest_Deci,4.593,Lumbr_poly,9
Hg,0.865,Lumbr_poly,9
MAP,2.595,Lumbr_poly,9
MAP_Seas,13.388,Lumbr_poly,9
MAT,0,Lumbr_poly,9
Moisture,9.516,Lumbr_poly,9
N,0,Lumbr_poly,9
NDVI,0,Lumbr_poly,9
P,11.349,Lumbr_poly,9
Pastures,0.494,Lumbr_poly,9
Pop_Dens,6.117,Lumbr_poly,9
SOC,0.124,Lumbr_poly,9
Shrubland,0.515,Lumbr_poly,9
Slope,0.597,Lumbr_poly,9
pH,0.762,Lumbr_poly,9
Agriculture,3.8,Lumbr_rube,9
Aspect,0.854,Lumbr_rube,9
CEC,5.017,Lumbr_rube,9
Clay.Silt,1.452,Lumbr_rube,9
Cu,8.401,Lumbr_rube,9
Dist_Coast,4.256,Lumbr_rube,9
Dist_River,0.282,Lumbr_rube,9
Dist_Urban,0.047,Lumbr_rube,9
Elev,11.049,Lumbr_rube,9
Forest_Coni,0.559,Lumbr_rube,9
Forest_Deci,1.863,Lumbr_rube,9
Hg,9.636,Lumbr_rube,9
MAP,2.868,Lumbr_rube,9
MAP_Seas,6.522,Lumbr_rube,9
MAT,12.079,Lumbr_rube,9
Moisture,1.216,Lumbr_rube,9
N,2.907,Lumbr_rube,9
NDVI,1.307,Lumbr_rube,9
P,8.175,Lumbr_rube,9
Pastures,2.595,Lumbr_rube,9
Pop_Dens,8.671,Lumbr_rube,9
SOC,2.73,Lumbr_rube,9
Shrubland,2.699,Lumbr_rube,9
Slope,0.164,Lumbr_rube,9
pH,0.851,Lumbr_rube,9
Agriculture,5.678,Lumbr_terr,9
Aspect,0.028,Lumbr_terr,9
CEC,3.228,Lumbr_terr,9
Clay.Silt,0,Lumbr_terr,9
Cu,7.064,Lumbr_terr,9
Dist_Coast,3.782,Lumbr_terr,9
Dist_River,0.157,Lumbr_terr,9
Dist_Urban,0.18,Lumbr_terr,9
Elev,4.737,Lumbr_terr,9
Forest_Coni,1.234,Lumbr_terr,9
Forest_Deci,0.513,Lumbr_terr,9
Hg,6.005,Lumbr_terr,9
MAP,0.295,Lumbr_terr,9
MAP_Seas,22.911,Lumbr_terr,9
MAT,6.088,Lumbr_terr,9
Moisture,1.351,Lumbr_terr,9
N,4.161,Lumbr_terr,9
NDVI,1.796,Lumbr_terr,9
P,6.324,Lumbr_terr,9
Pastures,0.421,Lumbr_terr,9
Pop_Dens,18.902,Lumbr_terr,9
SOC,0,Lumbr_terr,9
Shrubland,0.697,Lumbr_terr,9
Slope,0.223,Lumbr_terr,9
pH,4.225,Lumbr_terr,9
Agriculture,0,Micro_dubi,9
Aspect,0.831,Micro_dubi,9
CEC,2.2,Micro_dubi,9
Clay.Silt,0,Micro_dubi,9
Cu,0.356,Micro_dubi,9
Dist_Coast,0.011,Micro_dubi,9
Dist_River,0.04,Micro_dubi,9
Dist_Urban,0,Micro_dubi,9
Elev,0,Micro_dubi,9
Forest_Coni,0,Micro_dubi,9
Forest_Deci,0.82,Micro_dubi,9
Hg,0,Micro_dubi,9
MAP,0,Micro_dubi,9
MAP_Seas,0.214,Micro_dubi,9
MAT,93.176,Micro_dubi,9
Moisture,0.421,Micro_dubi,9
N,0.356,Micro_dubi,9
NDVI,0,Micro_dubi,9
P,0.751,Micro_dubi,9
Pastures,0,Micro_dubi,9
Pop_Dens,0,Micro_dubi,9
SOC,0,Micro_dubi,9
Shrubland,0.824,Micro_dubi,9
Slope,0,Micro_dubi,9
pH,0,Micro_dubi,9
Agriculture,1.216,Micro_phos,9
Aspect,0.019,Micro_phos,9
CEC,6.164,Micro_phos,9
Clay.Silt,1.736,Micro_phos,9
Cu,3.054,Micro_phos,9
Dist_Coast,17.824,Micro_phos,9
Dist_River,0.125,Micro_phos,9
Dist_Urban,0.277,Micro_phos,9
Elev,4.896,Micro_phos,9
Forest_Coni,0,Micro_phos,9
Forest_Deci,0.851,Micro_phos,9
Hg,0.084,Micro_phos,9
MAP,0.691,Micro_phos,9
MAP_Seas,0,Micro_phos,9
MAT,55.234,Micro_phos,9
Moisture,0.376,Micro_phos,9
N,0,Micro_phos,9
NDVI,2.282,Micro_phos,9
P,0.384,Micro_phos,9
Pastures,0,Micro_phos,9
Pop_Dens,0.113,Micro_phos,9
SOC,1.159,Micro_phos,9
Shrubland,0,Micro_phos,9
Slope,0,Micro_phos,9
pH,3.515,Micro_phos,9
Agriculture,0,Murch_minu,9
Aspect,0,Murch_minu,9
CEC,0,Murch_minu,9
Clay.Silt,0,Murch_minu,9
Cu,0,Murch_minu,9
Dist_Coast,7.045,Murch_minu,9
Dist_River,15.23,Murch_minu,9
Dist_Urban,0,Murch_minu,9
Elev,0,Murch_minu,9
Forest_Coni,0,Murch_minu,9
Forest_Deci,0,Murch_minu,9
Hg,9.561,Murch_minu,9
MAP,0,Murch_minu,9
MAP_Seas,1.174,Murch_minu,9
MAT,0,Murch_minu,9
Moisture,0,Murch_minu,9
N,0,Murch_minu,9
NDVI,0,Murch_minu,9
P,0,Murch_minu,9
Pastures,2.952,Murch_minu,9
Pop_Dens,0,Murch_minu,9
SOC,0,Murch_minu,9
Shrubland,64.039,Murch_minu,9
Slope,0,Murch_minu,9
pH,0,Murch_minu,9
Agriculture,0.089,Murch_muld,9
Aspect,0,Murch_muld,9
CEC,5.187,Murch_muld,9
Clay.Silt,0.688,Murch_muld,9
Cu,15.932,Murch_muld,9
Dist_Coast,20.329,Murch_muld,9
Dist_River,0.632,Murch_muld,9
Dist_Urban,0,Murch_muld,9
Elev,10.358,Murch_muld,9
Forest_Coni,1.498,Murch_muld,9
Forest_Deci,3.587,Murch_muld,9
Hg,8.808,Murch_muld,9
MAP,0.017,Murch_muld,9
MAP_Seas,5.175,Murch_muld,9
MAT,2.174,Murch_muld,9
Moisture,0.883,Murch_muld,9
N,0.832,Murch_muld,9
NDVI,0,Murch_muld,9
P,0.144,Murch_muld,9
Pastures,5.803,Murch_muld,9
Pop_Dens,7.187,Murch_muld,9
SOC,2.623,Murch_muld,9
Shrubland,0.289,Murch_muld,9
Slope,1.8,Murch_muld,9
pH,5.964,Murch_muld,9
Agriculture,0,Octod_comp,9
Aspect,0.935,Octod_comp,9
CEC,0.683,Octod_comp,9
Clay.Silt,0,Octod_comp,9
Cu,0,Octod_comp,9
Dist_Coast,0.036,Octod_comp,9
Dist_River,0.036,Octod_comp,9
Dist_Urban,0.036,Octod_comp,9
Elev,0,Octod_comp,9
Forest_Coni,65.18,Octod_comp,9
Forest_Deci,0.036,Octod_comp,9
Hg,0,Octod_comp,9
MAP,0,Octod_comp,9
MAP_Seas,0,Octod_comp,9
MAT,31.691,Octod_comp,9
Moisture,0,Octod_comp,9
N,0.144,Octod_comp,9
NDVI,0.108,Octod_comp,9
P,0,Octod_comp,9
Pastures,0.144,Octod_comp,9
Pop_Dens,0.755,Octod_comp,9
SOC,0,Octod_comp,9
Shrubland,0,Octod_comp,9
Slope,0.216,Octod_comp,9
pH,0,Octod_comp,9
Agriculture,7.097,Octod_tran,9
Aspect,0,Octod_tran,9
CEC,1.613,Octod_tran,9
Clay.Silt,0.323,Octod_tran,9
Cu,0,Octod_tran,9
Dist_Coast,45.484,Octod_tran,9
Dist_River,0,Octod_tran,9
Dist_Urban,0.645,Octod_tran,9
Elev,0,Octod_tran,9
Forest_Coni,3.226,Octod_tran,9
Forest_Deci,34.839,Octod_tran,9
Hg,0,Octod_tran,9
MAP,0,Octod_tran,9
MAP_Seas,0,Octod_tran,9
MAT,0,Octod_tran,9
Moisture,0,Octod_tran,9
N,0.323,Octod_tran,9
NDVI,0,Octod_tran,9
P,0,Octod_tran,9
Pastures,0,Octod_tran,9
Pop_Dens,1.613,Octod_tran,9
SOC,0,Octod_tran,9
Shrubland,4.516,Octod_tran,9
Slope,0.323,Octod_tran,9
pH,0,Octod_tran,9
Agriculture,9.81,Octol_cyan,9
Aspect,0.965,Octol_cyan,9
CEC,8.72,Octol_cyan,9
Clay.Silt,10.337,Octol_cyan,9
Cu,1.493,Octol_cyan,9
Dist_Coast,6.707,Octol_cyan,9
Dist_River,2.332,Octol_cyan,9
Dist_Urban,0,Octol_cyan,9
Elev,2.085,Octol_cyan,9
Forest_Coni,1.72,Octol_cyan,9
Forest_Deci,1.236,Octol_cyan,9
Hg,2.859,Octol_cyan,9
MAP,2.384,Octol_cyan,9
MAP_Seas,11.126,Octol_cyan,9
MAT,20.08,Octol_cyan,9
Moisture,1.21,Octol_cyan,9
N,1.643,Octol_cyan,9
NDVI,1.058,Octol_cyan,9
P,4.883,Octol_cyan,9
Pastures,2.201,Octol_cyan,9
Pop_Dens,1.243,Octol_cyan,9
SOC,3.429,Octol_cyan,9
Shrubland,0,Octol_cyan,9
Slope,0.212,Octol_cyan,9
pH,2.267,Octol_cyan,9
Agriculture,5.536,Octol_lact,9
Aspect,0.581,Octol_lact,9
CEC,11.444,Octol_lact,9
Clay.Silt,1.9,Octol_lact,9
Cu,0.393,Octol_lact,9
Dist_Coast,17.33,Octol_lact,9
Dist_River,0.335,Octol_lact,9
Dist_Urban,1.397,Octol_lact,9
Elev,0.952,Octol_lact,9
Forest_Coni,5.718,Octol_lact,9
Forest_Deci,2.125,Octol_lact,9
Hg,1.918,Octol_lact,9
MAP,1.526,Octol_lact,9
MAP_Seas,1.851,Octol_lact,9
MAT,14.198,Octol_lact,9
Moisture,2.031,Octol_lact,9
N,0.713,Octol_lact,9
NDVI,5.153,Octol_lact,9
P,4.93,Octol_lact,9
Pastures,3.698,Octol_lact,9
Pop_Dens,5.469,Octol_lact,9
SOC,1.465,Octol_lact,9
Shrubland,1.425,Octol_lact,9
Slope,0.512,Octol_lact,9
pH,7.401,Octol_lact,9
Agriculture,1.006,Octol_tyrt,9
Aspect,0.407,Octol_tyrt,9
CEC,3.406,Octol_tyrt,9
Clay.Silt,6.309,Octol_tyrt,9
Cu,0.507,Octol_tyrt,9
Dist_Coast,17.191,Octol_tyrt,9
Dist_River,0.996,Octol_tyrt,9
Dist_Urban,0,Octol_tyrt,9
Elev,3.516,Octol_tyrt,9
Forest_Coni,1.587,Octol_tyrt,9
Forest_Deci,0.924,Octol_tyrt,9
Hg,9.132,Octol_tyrt,9
MAP,0.864,Octol_tyrt,9
MAP_Seas,9.077,Octol_tyrt,9
MAT,27.824,Octol_tyrt,9
Moisture,1.109,Octol_tyrt,9
N,1.09,Octol_tyrt,9
NDVI,0.509,Octol_tyrt,9
P,5.521,Octol_tyrt,9
Pastures,2.939,Octol_tyrt,9
Pop_Dens,4.874,Octol_tyrt,9
SOC,0.649,Octol_tyrt,9
Shrubland,0.14,Octol_tyrt,9
Slope,0.001,Octol_tyrt,9
pH,0.422,Octol_tyrt,9
Agriculture,0,Proct_anti,9
Aspect,0,Proct_anti,9
CEC,0,Proct_anti,9
Clay.Silt,0,Proct_anti,9
Cu,0,Proct_anti,9
Dist_Coast,0,Proct_anti,9
Dist_River,0,Proct_anti,9
Dist_Urban,0,Proct_anti,9
Elev,11.978,Proct_anti,9
Forest_Coni,0,Proct_anti,9
Forest_Deci,2.645,Proct_anti,9
Hg,0,Proct_anti,9
MAP,0,Proct_anti,9
MAP_Seas,4.369,Proct_anti,9
MAT,9.541,Proct_anti,9
Moisture,0,Proct_anti,9
N,0,Proct_anti,9
NDVI,0,Proct_anti,9
P,0.372,Proct_anti,9
Pastures,2.705,Proct_anti,9
Pop_Dens,0,Proct_anti,9
SOC,0,Proct_anti,9
Shrubland,63.026,Proct_anti,9
Slope,0,Proct_anti,9
pH,5.365,Proct_anti,9
Agriculture,0,Proct_tube,9
Aspect,0,Proct_tube,9
CEC,0.019,Proct_tube,9
Clay.Silt,0,Proct_tube,9
Cu,0.857,Proct_tube,9
Dist_Coast,1.488,Proct_tube,9
Dist_River,0.114,Proct_tube,9
Dist_Urban,0.032,Proct_tube,9
Elev,1.097,Proct_tube,9
Forest_Coni,0,Proct_tube,9
Forest_Deci,0,Proct_tube,9
Hg,0.391,Proct_tube,9
MAP,0.019,Proct_tube,9
MAP_Seas,0.057,Proct_tube,9
MAT,80.304,Proct_tube,9
Moisture,1.04,Proct_tube,9
N,12.37,Proct_tube,9
NDVI,0,Proct_tube,9
P,0.202,Proct_tube,9
Pastures,0.826,Proct_tube,9
Pop_Dens,0.006,Proct_tube,9
SOC,0.032,Proct_tube,9
Shrubland,0,Proct_tube,9
Slope,1.148,Proct_tube,9
pH,0,Proct_tube,9
Agriculture,0.222,Satch_made,9
Aspect,0.247,Satch_made,9
CEC,6.889,Satch_made,9
Clay.Silt,0,Satch_made,9
Cu,0,Satch_made,9
Dist_Coast,0,Satch_made,9
Dist_River,0.049,Satch_made,9
Dist_Urban,0,Satch_made,9
Elev,0,Satch_made,9
Forest_Coni,0.049,Satch_made,9
Forest_Deci,2.469,Satch_made,9
Hg,0,Satch_made,9
MAP,20.395,Satch_made,9
MAP_Seas,63.654,Satch_made,9
MAT,0.42,Satch_made,9
Moisture,0.469,Satch_made,9
N,0,Satch_made,9
NDVI,0,Satch_made,9
P,0.963,Satch_made,9
Pastures,1.037,Satch_made,9
Pop_Dens,0.099,Satch_made,9
SOC,0,Satch_made,9
Shrubland,2.074,Satch_made,9
Slope,0.963,Satch_made,9
pH,0,Satch_made,9
Agriculture,1.012,Satch_mamm,9
Aspect,0.565,Satch_mamm,9
CEC,1.395,Satch_mamm,9
Clay.Silt,0.67,Satch_mamm,9
